,Suburb,Rooms,Type,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname,Price
13781,Sunshine West,3,h,13.5,3.0,1.0,2.0,701.0,,,Western Metropolitan,700000.0
13782,Sunshine West,3,t,13.5,3.0,3.0,2.0,134.0,124.45,2008.0,Western Metropolitan,521000.0
13783,Sunshine West,3,h,13.5,3.0,1.0,1.0,757.0,100.0,1950.0,Western Metropolitan,571000.0
13784,Sunshine West,2,u,13.5,,,,,,,Western Metropolitan,270000.0
13785,Sunshine West,3,h,13.5,3.0,1.0,4.0,990.0,,,Western Metropolitan,710000.0
13786,Surrey Hills,2,u,11.2,2.0,1.0,2.0,119.0,,,Southern Metropolitan,682000.0
13787,Surrey Hills,3,h,11.2,,,,,,,Southern Metropolitan,1100000.0
13789,Surrey Hills,2,u,11.2,2.0,1.0,2.0,180.0,85.0,1970.0,Southern Metropolitan,825000.0
13790,Surrey Hills,3,h,11.2,3.0,2.0,2.0,347.0,195.0,2013.0,Southern Metropolitan,1525000.0
13792,Surrey Hills,2,h,11.2,2.0,1.0,0.0,269.0,124.0,1910.0,Southern Metropolitan,1260000.0
13795,Surrey Hills,4,h,11.2,4.0,2.0,2.0,764.0,265.0,1930.0,Southern Metropolitan,2360000.0
13796,Surrey Hills,2,h,11.2,2.0,2.0,1.0,323.0,96.0,1980.0,Southern Metropolitan,1250000.0
13797,Surrey Hills,4,h,11.2,4.0,1.0,4.0,605.0,,,Southern Metropolitan,1490000.0
13800,Surrey Hills,3,h,11.2,,,,,,,Southern Metropolitan,1100000.0
13801,Surrey Hills,4,h,11.2,4.0,1.0,2.0,600.0,186.0,1886.0,Southern Metropolitan,1600000.0
13803,Surrey Hills,3,h,11.2,3.0,2.0,2.0,368.0,150.0,,Southern Metropolitan,1652000.0
13804,Surrey Hills,2,u,11.2,,,,,,,Southern Metropolitan,925000.0
13808,Surrey Hills,4,h,11.2,4.0,3.0,2.0,773.0,300.0,1900.0,Southern Metropolitan,2370000.0
13809,Templestowe Lower,3,t,13.8,3.0,2.0,3.0,281.0,,2011.0,Eastern Metropolitan,940000.0
13810,Templestowe Lower,3,h,13.8,3.0,1.0,1.0,907.0,,,Eastern Metropolitan,1503500.0
13811,Templestowe Lower,3,t,13.8,3.0,2.0,2.0,306.0,,,Eastern Metropolitan,950000.0
13812,Templestowe Lower,3,h,13.8,3.0,1.0,2.0,743.0,,,Eastern Metropolitan,1370000.0
13813,Templestowe Lower,4,h,13.8,4.0,2.0,2.0,805.0,,,Eastern Metropolitan,1181000.0
13814,Templestowe Lower,3,h,13.8,3.0,1.0,2.0,745.0,,,Eastern Metropolitan,1385000.0
13815,Templestowe Lower,3,h,13.8,,,,,,,Eastern Metropolitan,1230000.0
13816,Templestowe Lower,3,h,13.8,,,,,,,Eastern Metropolitan,1340000.0
13818,Templestowe Lower,3,h,13.8,3.0,1.0,3.0,655.0,,,Eastern Metropolitan,1180000.0
13819,Templestowe Lower,4,h,13.8,,,,,,,Eastern Metropolitan,1647000.0
13821,Templestowe Lower,4,h,13.8,,,,,,,Eastern Metropolitan,1550000.0
13822,Templestowe Lower,4,h,13.8,4.0,2.0,2.0,650.0,,,Eastern Metropolitan,1302000.0
13823,Templestowe Lower,5,h,13.8,5.0,4.0,2.0,501.0,,,Eastern Metropolitan,1775000.0
13824,Templestowe Lower,4,h,13.8,,,,,,,Eastern Metropolitan,1611000.0
13825,Templestowe Lower,3,t,13.8,,,,,,,Eastern Metropolitan,975000.0
13826,Thornbury,3,u,6.5,,,,,,,Northern Metropolitan,750000.0
13827,Thornbury,3,h,6.5,,,,,,,Northern Metropolitan,765000.0
13828,Thornbury,3,h,6.5,3.0,1.0,3.0,712.0,,,Northern Metropolitan,1750000.0
13829,Thornbury,3,h,6.5,3.0,2.0,4.0,584.0,,,Northern Metropolitan,1345000.0
13830,Thornbury,3,h,6.5,3.0,1.0,1.0,408.0,,,Northern Metropolitan,1080000.0
13832,Thornbury,3,h,6.5,3.0,1.0,2.0,463.0,131.0,1930.0,Northern Metropolitan,1195000.0
13833,Thornbury,2,u,6.5,2.0,1.0,1.0,0.0,87.0,1995.0,Northern Metropolitan,716000.0
13835,Thornbury,3,t,6.5,3.0,2.0,2.0,194.0,,2000.0,Northern Metropolitan,865000.0
13836,Thornbury,2,u,6.5,2.0,1.0,1.0,0.0,,1970.0,Northern Metropolitan,462000.0
13837,Thornbury,3,h,6.5,3.0,2.0,1.0,359.0,,,Northern Metropolitan,1100000.0
13838,Thornbury,4,h,6.5,4.0,2.0,2.0,464.0,,,Northern Metropolitan,1635000.0
13839,Thornbury,3,t,6.5,3.0,2.0,1.0,0.0,166.0,2001.0,Northern Metropolitan,998000.0
13840,Thornbury,2,u,6.5,2.0,1.0,1.0,0.0,59.0,1960.0,Northern Metropolitan,600000.0
13841,Thornbury,3,h,6.5,3.0,2.0,2.0,349.0,130.0,1918.0,Northern Metropolitan,1346000.0
13842,Thornbury,3,h,6.5,3.0,1.0,1.0,381.0,,,Northern Metropolitan,1130000.0
13844,Thornbury,3,h,6.5,3.0,1.0,2.0,517.0,115.0,1950.0,Northern Metropolitan,1275000.0
13845,Thornbury,3,h,6.5,3.0,1.0,1.0,447.0,,,Northern Metropolitan,1200000.0
13848,Thornbury,2,h,6.5,2.0,1.0,1.0,502.0,,,Northern Metropolitan,915000.0
13849,Thornbury,1,u,6.5,1.0,1.0,1.0,948.0,,1970.0,Northern Metropolitan,300000.0
13850,Thornbury,2,t,6.5,,,,,,,Northern Metropolitan,1050000.0
13851,Thornbury,3,u,6.5,3.0,1.0,2.0,242.0,117.0,1995.0,Northern Metropolitan,880000.0
13852,Thornbury,2,t,6.5,2.0,2.0,2.0,158.0,133.0,2007.0,Northern Metropolitan,960000.0
13853,Thornbury,2,u,6.5,,,,,,,Northern Metropolitan,421000.0
13854,Thornbury,2,h,6.5,2.0,1.0,0.0,317.0,96.0,1910.0,Northern Metropolitan,1260000.0
13855,Thornbury,2,h,6.5,3.0,1.0,1.0,330.0,132.0,1930.0,Northern Metropolitan,1100000.0
13856,Viewbank,3,h,13.8,3.0,1.0,1.0,667.0,,,Eastern Metropolitan,810000.0
13857,Viewbank,4,h,13.8,4.0,2.0,4.0,863.0,,,Eastern Metropolitan,1140000.0
13858,Viewbank,4,h,13.8,4.0,2.0,2.0,619.0,,,Eastern Metropolitan,1003000.0
13861,Viewbank,4,h,13.8,4.0,2.0,3.0,780.0,217.0,1950.0,Eastern Metropolitan,1155000.0
13863,Watsonia,4,h,14.9,,,,,,,Northern Metropolitan,1193000.0
13864,Watsonia,3,h,14.9,3.0,1.0,4.0,555.0,,,Northern Metropolitan,880000.0
13865,Watsonia,5,h,14.9,5.0,1.0,2.0,545.0,132.0,1970.0,Northern Metropolitan,826000.0
13866,Watsonia,4,h,14.9,4.0,2.0,2.0,729.0,,,Northern Metropolitan,952000.0
13867,Watsonia,3,h,14.9,3.0,1.0,2.0,245.0,,,Northern Metropolitan,677500.0
13869,Watsonia,4,h,14.9,4.0,1.0,2.0,696.0,123.0,1956.0,Northern Metropolitan,761000.0
13870,Watsonia,3,h,14.9,3.0,1.0,2.0,312.0,,,Northern Metropolitan,715000.0
13871,Watsonia,4,h,14.9,4.0,2.0,2.0,585.0,180.0,1950.0,Northern Metropolitan,932500.0
13872,Watsonia,3,h,14.9,3.0,1.0,2.0,775.0,,,Northern Metropolitan,895000.0
13873,West Footscray,4,h,8.2,4.0,2.0,2.0,523.0,244.0,1915.0,Western Metropolitan,1435000.0
13874,West Footscray,2,h,8.2,2.0,1.0,1.0,0.0,77.0,1975.0,Western Metropolitan,470000.0
13875,West Footscray,2,h,8.2,2.0,1.0,1.0,2701.0,79.0,2011.0,Western Metropolitan,502000.0
13877,West Footscray,3,u,8.2,2.0,1.0,0.0,183.0,104.0,1930.0,Western Metropolitan,580000.0
13878,West Footscray,1,u,8.2,1.0,1.0,1.0,60.0,,1982.0,Western Metropolitan,375000.0
13879,West Footscray,2,h,8.2,2.0,1.0,1.0,452.0,,1950.0,Western Metropolitan,650000.0
13880,West Footscray,3,t,8.2,3.0,1.0,2.0,203.0,3.0,,Western Metropolitan,815000.0
13881,West Footscray,4,h,8.2,4.0,1.0,2.0,528.0,143.0,1940.0,Western Metropolitan,970000.0
13883,West Footscray,4,h,8.2,4.0,2.0,4.0,525.0,188.0,1930.0,Western Metropolitan,1325000.0
13884,West Footscray,3,h,8.2,3.0,1.0,3.0,334.0,,,Western Metropolitan,890000.0
13885,West Footscray,3,h,8.2,3.0,1.0,0.0,218.0,,,Western Metropolitan,900000.0
13886,West Footscray,2,u,8.2,2.0,1.0,1.0,1059.0,65.0,1970.0,Western Metropolitan,266000.0
13887,West Footscray,3,h,8.2,3.0,1.0,0.0,370.0,,,Western Metropolitan,830000.0
13888,West Footscray,2,h,8.2,2.0,1.0,2.0,401.0,113.81,1945.0,Western Metropolitan,888000.0
13889,West Footscray,3,h,8.2,3.0,1.0,1.0,330.0,,,Western Metropolitan,1040000.0
13890,West Footscray,2,u,8.2,2.0,1.0,1.0,117.0,,,Western Metropolitan,490000.0
13891,West Footscray,3,h,8.2,3.0,1.0,2.0,325.0,102.0,1925.0,Western Metropolitan,935000.0
13892,West Footscray,3,h,8.2,3.0,1.0,0.0,318.0,,,Western Metropolitan,975000.0
13895,West Footscray,1,u,8.2,1.0,1.0,1.0,0.0,,,Western Metropolitan,185000.0
13896,Williamstown,4,h,8.0,4.0,2.0,2.0,450.0,190.0,1910.0,Western Metropolitan,2165000.0
13897,Williamstown,3,h,8.0,3.0,2.0,2.0,292.0,117.0,1980.0,Western Metropolitan,1245000.0
13898,Williamstown,4,h,8.0,4.0,3.0,2.0,324.0,229.0,2009.0,Western Metropolitan,2075000.0
13899,Williamstown,2,u,8.0,2.0,1.0,1.0,0.0,78.0,1974.0,Western Metropolitan,543000.0
13900,Williamstown,3,h,8.0,3.0,1.0,0.0,308.0,120.0,1900.0,Western Metropolitan,1150000.0
13901,Williamstown,3,h,8.0,3.0,1.0,0.0,273.0,,,Western Metropolitan,1290000.0
13902,Williamstown,2,h,8.0,2.0,1.0,2.0,447.0,,,Western Metropolitan,1000000.0
13903,Williamstown,5,h,8.0,5.0,3.0,2.0,531.0,288.0,1997.0,Western Metropolitan,2040000.0
13905,Williamstown,4,h,8.0,4.0,2.0,4.0,551.0,,,Western Metropolitan,1412000.0
13906,Williamstown,2,u,8.0,2.0,1.0,1.0,0.0,78.0,1970.0,Western Metropolitan,465000.0
13907,Williamstown,3,h,8.0,,,,,,,Western Metropolitan,1810000.0
13908,Williamstown,2,h,8.0,2.0,1.0,1.0,160.0,,,Western Metropolitan,855000.0
13909,Williamstown,2,u,8.0,2.0,1.0,2.0,0.0,65.0,1990.0,Western Metropolitan,550000.0
13910,Williamstown,2,u,8.0,2.0,1.0,1.0,0.0,,,Western Metropolitan,490000.0
13911,Williamstown,4,h,8.0,4.0,3.0,2.0,183.0,191.0,2006.0,Western Metropolitan,1200000.0
13912,Williamstown,3,h,8.0,3.0,2.0,2.0,184.0,,,Western Metropolitan,1330000.0
13913,Williamstown,4,h,8.0,4.0,3.0,2.0,450.0,,,Western Metropolitan,1500000.0
13914,Williamstown,4,h,8.0,4.0,2.0,2.0,260.0,,,Western Metropolitan,1630000.0
13915,Yarraville,3,h,7.0,3.0,1.0,0.0,212.0,,,Western Metropolitan,935000.0
13916,Yarraville,3,h,7.0,3.0,1.0,2.0,340.0,119.0,1940.0,Western Metropolitan,990000.0
13917,Yarraville,2,h,7.0,2.0,1.0,0.0,94.0,,,Western Metropolitan,950000.0
13918,Yarraville,2,h,7.0,2.0,1.0,2.0,451.0,,,Western Metropolitan,1196000.0
13919,Yarraville,2,h,7.0,2.0,1.0,1.0,79.0,,1965.0,Western Metropolitan,470000.0
13920,Yarraville,3,h,7.0,3.0,1.0,1.0,248.0,,,Western Metropolitan,1131500.0
13922,Yarraville,4,h,7.0,4.0,2.0,0.0,607.0,201.0,1890.0,Western Metropolitan,2035000.0
13923,Yarraville,3,h,7.0,3.0,1.0,0.0,198.0,98.0,1970.0,Western Metropolitan,935000.0
13924,Yarraville,3,h,7.0,3.0,1.0,2.0,449.0,106.76,1940.0,Western Metropolitan,892000.0
13926,Yarraville,4,h,7.0,4.0,1.0,5.0,445.0,139.0,1977.0,Western Metropolitan,985500.0
13927,Yarraville,2,u,7.0,2.0,2.0,2.0,0.0,92.0,1985.0,Western Metropolitan,650000.0
13928,Yarraville,3,t,7.0,3.0,2.0,2.0,257.0,,2012.0,Western Metropolitan,1070000.0
13929,Yarraville,2,u,7.0,2.0,1.0,1.0,0.0,68.0,1975.0,Western Metropolitan,397000.0
13930,Yarraville,2,h,7.0,2.0,1.0,3.0,469.0,,,Western Metropolitan,1035000.0
13931,Yarraville,3,h,7.0,3.0,2.0,2.0,389.0,,,Western Metropolitan,1370000.0
13932,Yarraville,2,h,7.0,2.0,1.0,2.0,304.0,81.0,1960.0,Western Metropolitan,650000.0
13933,Yarraville,2,h,7.0,2.0,1.0,0.0,211.0,,,Western Metropolitan,820000.0
13934,Yarraville,3,h,7.0,3.0,2.0,1.0,390.0,126.0,1980.0,Western Metropolitan,750000.0
13935,Yarraville,2,u,7.0,2.0,1.0,1.0,0.0,,,Western Metropolitan,497600.0
13936,Yarraville,3,h,7.0,3.0,2.0,0.0,354.0,135.0,1930.0,Western Metropolitan,970000.0
13938,Yarraville,2,h,7.0,2.0,1.0,3.0,531.0,111.0,1940.0,Western Metropolitan,1256000.0
13939,Yarraville,3,t,7.0,3.0,2.0,0.0,152.0,170.0,2012.0,Western Metropolitan,1120000.0
13940,Yarraville,4,t,7.0,,,,,,,Western Metropolitan,930000.0
13941,Yarraville,3,h,7.0,3.0,3.0,2.0,305.0,220.0,2007.0,Western Metropolitan,1425000.0
13942,Yarraville,3,h,7.0,3.0,1.0,2.0,189.0,85.0,1920.0,Western Metropolitan,872500.0
13943,Yarraville,4,h,7.0,4.0,1.0,1.0,328.0,140.0,1920.0,Western Metropolitan,1455000.0
13944,Yarraville,1,u,7.0,1.0,1.0,1.0,0.0,54.0,1970.0,Western Metropolitan,331000.0
13945,Yarraville,3,h,7.0,3.0,2.0,2.0,287.0,210.68,2002.0,Western Metropolitan,950000.0
13947,Abbotsford,3,h,2.5,,,,,,,Northern Metropolitan,1800000.0
13948,Abbotsford,3,h,2.5,3.0,1.0,0.0,198.0,98.0,1900.0,Northern Metropolitan,1000000.0
13950,Abbotsford,2,h,2.5,,,,,,,Northern Metropolitan,1271000.0
13951,Abbotsford,2,h,2.5,,,,,,,Northern Metropolitan,745000.0
13952,Abbotsford,2,u,2.5,2.0,2.0,1.0,0.0,86.0,2013.0,Northern Metropolitan,870000.0
13953,Abbotsford,3,t,2.5,,,,,,,Northern Metropolitan,1270000.0
13955,Abbotsford,2,h,2.5,2.0,1.0,0.0,129.0,128.0,1890.0,Northern Metropolitan,1050000.0
13956,Abbotsford,2,h,2.5,2.0,1.0,1.0,249.0,98.0,1940.0,Northern Metropolitan,1242000.0
13957,Abbotsford,3,h,2.5,3.0,2.0,0.0,92.0,114.0,1888.0,Northern Metropolitan,1165000.0
13958,Airport West,3,h,13.5,3.0,1.0,1.0,594.0,,1950.0,Western Metropolitan,872500.0
13959,Airport West,3,h,13.5,3.0,2.0,2.0,305.0,136.0,2008.0,Western Metropolitan,720000.0
13960,Airport West,3,h,13.5,,,,,,,Western Metropolitan,866000.0
13961,Airport West,3,h,13.5,,,,,,,Western Metropolitan,905000.0
13962,Airport West,3,h,13.5,3.0,1.0,1.0,841.0,,,Western Metropolitan,985000.0
13963,Airport West,3,h,13.5,3.0,1.0,1.0,488.0,217.0,1960.0,Western Metropolitan,510000.0
13964,Airport West,2,u,13.5,2.0,1.0,1.0,128.0,92.0,2009.0,Western Metropolitan,480000.0
13965,Airport West,3,t,13.5,,,,,,,Western Metropolitan,723000.0
13966,Albion,3,h,13.9,4.0,2.0,5.0,689.0,128.0,1951.0,Western Metropolitan,800000.0
13967,Albion,2,u,13.9,2.0,1.0,1.0,192.0,88.0,1970.0,Western Metropolitan,420000.0
13968,Albion,3,h,13.9,3.0,1.0,2.0,697.0,,,Western Metropolitan,700000.0
13969,Albion,3,u,13.9,3.0,2.0,2.0,250.0,129.0,2013.0,Western Metropolitan,580000.0
13970,Albion,1,u,13.9,1.0,1.0,1.0,1175.0,35.0,1970.0,Western Metropolitan,200000.0
13971,Albion,3,h,13.9,3.0,1.0,3.0,547.0,140.0,,Western Metropolitan,621000.0
13972,Albion,3,u,13.9,3.0,1.0,1.0,181.0,129.0,2000.0,Western Metropolitan,600000.0
13973,Altona,3,h,13.8,3.0,1.0,2.0,577.0,,,Western Metropolitan,840000.0
13974,Altona,4,h,13.8,,,,,,,Western Metropolitan,925000.0
13975,Altona,5,h,13.8,5.0,3.0,4.0,725.0,201.0,1980.0,Western Metropolitan,1480000.0
13976,Altona,5,h,13.8,,,,,,,Western Metropolitan,1850000.0
13977,Altona,2,t,13.8,2.0,1.0,2.0,190.0,,,Western Metropolitan,600000.0
13978,Altona,2,t,13.8,2.0,1.0,2.0,178.0,,2009.0,Western Metropolitan,597500.0
13980,Altona,3,h,13.8,3.0,1.0,2.0,700.0,,,Western Metropolitan,1165000.0
13981,Altona,4,h,13.8,3.0,1.0,2.0,725.0,,,Western Metropolitan,1295000.0
13982,Ashburton,2,h,11.0,2.0,1.0,1.0,627.0,,,Southern Metropolitan,1450000.0
13983,Ashburton,2,u,11.0,2.0,1.0,2.0,257.0,,,Southern Metropolitan,925000.0
13984,Ashburton,4,h,11.0,4.0,3.0,2.0,480.0,244.0,2016.0,Southern Metropolitan,2220000.0
13985,Ashburton,3,h,11.0,,,,,,,Southern Metropolitan,1510000.0
13986,Ashburton,3,h,11.0,3.0,2.0,2.0,869.0,,,Southern Metropolitan,1912500.0
13989,Ashburton,4,h,11.0,4.0,2.0,2.0,705.0,,,Southern Metropolitan,2085000.0
13992,Balwyn,3,h,9.7,3.0,2.0,1.0,548.0,,,Southern Metropolitan,1380000.0
13993,Balwyn,3,u,9.7,,,,,,,Southern Metropolitan,830000.0
13994,Balwyn,2,u,9.7,,,,,,,Southern Metropolitan,850000.0
13996,Balwyn,3,h,9.7,,,,,,,Southern Metropolitan,1135000.0
13998,Balwyn,3,h,9.7,,,,,,,Southern Metropolitan,2000000.0
14000,Balwyn,2,u,9.7,2.0,2.0,2.0,288.0,,,Southern Metropolitan,825000.0
14002,Balwyn,3,u,9.7,,,,,,,Southern Metropolitan,1300000.0
14003,Balwyn,3,h,9.7,3.0,1.0,1.0,534.0,,,Southern Metropolitan,1670000.0
14004,Balwyn,3,t,9.7,3.0,3.0,1.0,329.0,178.0,2005.0,Southern Metropolitan,1680000.0
14005,Balwyn,3,h,9.7,,,,,,,Southern Metropolitan,1525000.0
14006,Brooklyn,2,u,10.9,,,,,,,Western Metropolitan,347500.0
14007,Brooklyn,3,t,10.9,,,,,,,Western Metropolitan,599999.0
14008,Brooklyn,3,h,10.9,3.0,1.0,2.0,667.0,,,Western Metropolitan,750000.0
14009,Brooklyn,2,h,10.9,2.0,1.0,2.0,780.0,156.0,1950.0,Western Metropolitan,1005000.0
14010,Carlton,3,u,1.8,3.0,2.0,2.0,214.0,,1993.0,Northern Metropolitan,1520000.0
14012,Carlton,2,t,1.8,2.0,2.0,1.0,0.0,90.0,1860.0,Northern Metropolitan,960000.0
14013,Carlton,2,u,1.8,2.0,2.0,1.0,0.0,110.0,2000.0,Northern Metropolitan,995000.0
14014,Carlton,1,u,1.8,1.0,1.0,1.0,0.0,51.0,2009.0,Northern Metropolitan,490000.0
14015,Carlton,2,u,1.8,2.0,1.0,1.0,4076.0,,,Northern Metropolitan,500000.0
14017,Eaglemont,4,h,10.3,4.0,2.0,2.0,707.0,217.0,1956.0,Eastern Metropolitan,1750000.0
14018,Eaglemont,5,h,10.3,5.0,3.0,2.0,1001.0,,1930.0,Eastern Metropolitan,2710000.0
14019,East Melbourne,1,u,1.5,1.0,1.0,1.0,0.0,,,Northern Metropolitan,503000.0
14020,East Melbourne,2,u,1.5,2.0,1.0,1.0,944.0,,,Northern Metropolitan,810000.0
14021,East Melbourne,4,h,1.5,4.0,2.0,2.0,326.0,,1970.0,Northern Metropolitan,4275000.0
14023,Elsternwick,1,u,8.5,1.0,1.0,1.0,1851.0,,,Southern Metropolitan,385000.0
14024,Elsternwick,3,t,8.5,3.0,2.0,2.0,114.0,145.0,1995.0,Southern Metropolitan,850000.0
14025,Elsternwick,2,u,8.5,2.0,1.0,1.0,0.0,97.0,1960.0,Southern Metropolitan,740000.0
14026,Elsternwick,2,u,8.5,,,,,,,Southern Metropolitan,640000.0
14028,Elsternwick,3,h,8.5,3.0,2.0,2.0,439.0,,1912.0,Southern Metropolitan,1940000.0
14030,Elsternwick,3,h,8.5,,,,,,,Southern Metropolitan,1800000.0
14031,Elsternwick,2,u,8.5,2.0,1.0,1.0,0.0,,,Southern Metropolitan,595000.0
14032,Elsternwick,2,u,8.5,2.0,1.0,1.0,0.0,76.0,1968.0,Southern Metropolitan,632500.0
14033,Elwood,2,u,7.7,2.0,1.0,1.0,1912.0,,1970.0,Southern Metropolitan,687000.0
14034,Elwood,2,u,7.7,2.0,2.0,2.0,626.0,125.0,2008.0,Southern Metropolitan,1260000.0
14036,Elwood,2,u,7.7,2.0,1.0,1.0,845.0,,1970.0,Southern Metropolitan,695000.0
14037,Elwood,2,u,7.7,,,,,,,Southern Metropolitan,747500.0
14038,Elwood,3,u,7.7,3.0,1.0,1.0,0.0,,,Southern Metropolitan,950000.0
14039,Elwood,1,u,7.7,1.0,1.0,0.0,0.0,39.5,1959.0,Southern Metropolitan,360000.0
14040,Elwood,3,h,7.7,3.0,2.0,2.0,270.0,,,Southern Metropolitan,1875000.0
14042,Elwood,2,u,7.7,2.0,1.0,0.0,0.0,,1960.0,Southern Metropolitan,642000.0
14043,Elwood,3,h,7.7,3.0,2.0,1.0,362.0,138.0,1900.0,Southern Metropolitan,1520000.0
14044,Elwood,5,h,7.7,5.0,2.0,1.0,399.0,,1910.0,Southern Metropolitan,2275000.0
14045,Elwood,2,u,7.7,2.0,2.0,2.0,0.0,92.0,2001.0,Southern Metropolitan,800000.0
14047,Elwood,2,u,7.7,2.0,1.0,1.0,0.0,76.0,1960.0,Southern Metropolitan,500000.0
14051,Elwood,1,u,7.7,1.0,1.0,1.0,0.0,53.0,2002.0,Southern Metropolitan,490000.0
14052,Essendon North,4,h,9.4,4.0,2.0,2.0,521.0,157.0,1945.0,Western Metropolitan,1291000.0
14053,Essendon North,2,t,9.4,,,,,,,Western Metropolitan,692500.0
14054,Essendon North,2,u,9.4,,,,,,,Western Metropolitan,667500.0
14055,Essendon North,2,t,9.4,2.0,2.0,1.0,175.0,,,Western Metropolitan,810000.0
14056,Essendon North,2,u,9.4,2.0,1.0,1.0,82.0,,1970.0,Western Metropolitan,415500.0
14057,Essendon North,3,h,9.4,,,,,,,Western Metropolitan,812000.0
14058,Fitzroy,2,t,1.6,2.0,2.0,1.0,81.0,136.0,1990.0,Northern Metropolitan,1100000.0
14059,Fitzroy,2,t,1.6,2.0,1.0,2.0,6261.0,117.0,1999.0,Northern Metropolitan,1350000.0
14061,Fitzroy,2,u,1.6,2.0,1.0,1.0,2122.0,,,Northern Metropolitan,600000.0
14065,Fitzroy,2,u,1.6,,,,,,,Northern Metropolitan,1320000.0
14068,Fitzroy,2,h,1.6,2.0,1.0,0.0,131.0,110.0,1900.0,Northern Metropolitan,1350000.0
14069,Fitzroy,3,h,1.6,3.0,2.0,1.0,0.0,,,Northern Metropolitan,2725000.0
14072,Fitzroy,3,u,1.6,,,,,,,Northern Metropolitan,1300000.0
14073,Fitzroy,2,u,1.6,,,,,,,Northern Metropolitan,745000.0
14074,Fitzroy,2,t,1.6,2.0,1.0,1.0,87.0,,2000.0,Northern Metropolitan,1050000.0
14075,Fitzroy,3,h,1.6,3.0,2.0,2.0,718.0,,2006.0,Northern Metropolitan,1326000.0
14076,Fitzroy,2,h,1.6,2.0,1.0,0.0,63.0,,1900.0,Northern Metropolitan,1200000.0
14077,Fitzroy,2,u,1.6,,,,,,,Northern Metropolitan,880000.0
14078,Fitzroy,2,u,1.6,2.0,1.0,1.0,0.0,,,Northern Metropolitan,681500.0
14080,Gowanbrae,3,h,13.6,3.0,2.0,1.0,277.0,168.0,2010.0,Western Metropolitan,680000.0
14081,Gowanbrae,3,h,13.6,3.0,2.0,2.0,585.0,,,Western Metropolitan,741000.0
14082,Gowanbrae,4,h,13.6,4.0,2.0,2.0,702.0,170.0,2003.0,Western Metropolitan,990000.0
14083,Gowanbrae,4,h,13.6,4.0,2.0,3.0,737.0,265.0,2010.0,Western Metropolitan,970000.0
14084,Jacana,3,h,14.5,3.0,1.0,2.0,630.0,105.23,1970.0,Northern Metropolitan,485000.0
14085,Jacana,4,h,14.5,,,,,,,Northern Metropolitan,610000.0
14086,Jacana,4,h,14.5,4.0,1.0,2.0,604.0,,,Northern Metropolitan,618000.0
14087,Jacana,3,t,14.5,,,,,,,Northern Metropolitan,480000.0
14088,Jacana,3,h,14.5,,,,,,,Northern Metropolitan,515000.0
14090,Keilor Park,4,h,14.5,,,,,,,Western Metropolitan,760000.0
14091,Keilor Park,3,u,14.5,3.0,1.0,2.0,431.0,,,Western Metropolitan,616000.0
14092,Keilor Park,3,h,14.5,3.0,2.0,2.0,650.0,150.0,1980.0,Western Metropolitan,773000.0
14093,Kensington,1,u,4.2,1.0,1.0,1.0,2581.0,,,Northern Metropolitan,355000.0
14094,Kensington,1,t,4.2,1.0,1.0,1.0,0.0,46.0,2000.0,Northern Metropolitan,425000.0
14095,Kensington,2,u,4.2,2.0,2.0,1.0,2592.0,70.0,2012.0,Northern Metropolitan,535000.0
14096,Kensington,2,u,4.2,2.0,1.0,1.0,0.0,86.0,2000.0,Northern Metropolitan,500000.0
14097,Kensington,2,u,4.2,2.0,1.0,1.0,0.0,73.0,2011.0,Northern Metropolitan,525000.0
14098,Kensington,2,h,4.2,2.0,1.0,0.0,155.0,,,Northern Metropolitan,1110000.0
14099,Kensington,3,t,4.2,3.0,1.0,1.0,98.0,101.0,1997.0,Northern Metropolitan,917500.0
14100,Kensington,2,u,4.2,2.0,2.0,1.0,2135.0,,2012.0,Northern Metropolitan,730000.0
14101,Kensington,2,t,4.2,2.0,1.0,0.0,113.0,,,Northern Metropolitan,811000.0
14102,Kensington,2,t,4.2,,,,,,,Northern Metropolitan,717000.0
14103,Kensington,3,h,4.2,3.0,2.0,1.0,180.0,,,Northern Metropolitan,1190000.0
14104,Kensington,2,h,4.2,2.0,1.0,0.0,184.0,,,Northern Metropolitan,903000.0
14105,Kensington,3,h,4.2,3.0,1.0,1.0,0.0,125.0,2003.0,Northern Metropolitan,902500.0
14106,Kensington,4,h,4.2,4.0,2.0,1.0,309.0,,,Northern Metropolitan,1817000.0
14107,Kensington,2,u,4.2,2.0,1.0,1.0,0.0,,1975.0,Northern Metropolitan,528000.0
14108,Kensington,2,h,4.2,2.0,1.0,0.0,159.0,,,Northern Metropolitan,1000000.0
14109,Kensington,1,u,4.2,1.0,1.0,1.0,2592.0,,,Northern Metropolitan,380000.0
14110,Kensington,4,h,4.2,4.0,2.0,1.0,309.0,,,Northern Metropolitan,1817000.0
14112,Middle Park,3,h,4.1,3.0,1.0,0.0,112.0,,,Southern Metropolitan,1420000.0
14113,Middle Park,2,h,4.1,2.0,1.0,1.0,107.0,,1900.0,Southern Metropolitan,1335000.0
14115,Middle Park,2,h,4.1,2.0,1.0,0.0,132.0,80.0,1900.0,Southern Metropolitan,1300000.0
14117,Middle Park,4,h,4.1,4.0,3.0,2.0,160.0,,,Southern Metropolitan,2860000.0
